,index,address/city,address/community,address/neighborhood,address/state,address/streetAddress,address/subdivision,address/zipcode,bathrooms,bedrooms,currency,description,latitude,livingArea,longitude,price,url,yearBuilt,zestmate,zestmate_rent,monthly_cost,monthly_cash_flow,yearly_return,school,school_sum
958,1167,Richmond,,,TX,11723 Dalhousie Dr,,77407,6.0,5.0,USD,"Front courtyard leads to two-story entry with curved staircase. Home office with French doors and formal dining room frame entry. Two-story family room features wall of windows and a wood mantel fireplace. Open kitchen features deep walk-in pantry, 5-burner gas cooktop, Butler's pantry and island with built-in seating space. Morning area features curved wall of windows. First-floor primary suite includes bedroom with curved wall of windows. Double doors lead to primary bath with dual vanities, corner garden tub, separate glass-enclosed shower and walk-in closet with access to utility room. First-floor guest suite offers private bath. Upstairs features a game room and media room with French doors, two guest suites with private baths plus a secondary bedroom and full bath. Covered backyard patio. Three-car split garage.",29.64179992675781,4192.0,-95.6971206665039,775900,https://www.zillow.com/homedetails/11723-Dalhousie-Dr-Richmond-TX-77407/2077655657_zpid/,2020.0,,,,,,,
959,1168,Missouri City,,,TX,5703 Slate Valley Ct,,77459,2.0,3.0,USD,"Exceptional one story home located at the end of a cul-de-sac street in Riverstone. Stone & brick facade and manicured oak trees give great curb appeal. The open-concept design offers high ceilings, 3 bedrooms, 2 full baths & study/gameroom that is enclosed by French doors. The kitchen boasts an island, granite, stone backsplash & stainless steel appliances. Cozy fireplace with stone surround. Elegant formal dining room with arched doorways & picture frame chair railing. The master suite has a large walk-in closet, soaking tub & separate shower. Covered patio in the backyard. No neighbors directly behind or on one side of home. Zoned to top schools. Walking/biking distance to the high school. Many wonderful community amenities. Don't miss this one, contact The Franklin Team to schedule a tour!",29.542421340942386,1889.0,-95.5572280883789,284990,https://www.zillow.com/homedetails/5703-Slate-Valley-Ct-Missouri-City-TX-77459/89625415_zpid/,2010.0,,,,,,,
960,1169,Sugar Land,,,TX,2930 Grants Lake Blvd APT 2101,,77479,3.0,2.0,USD,"GORGEOUS TOWNHOME IN THE HEART OF SUGAR LAND! CEILING FANS IN ALL ROOMS - SOLAR WINDOW SCREENS - FENCED PATIO W/STORAGE SPACE OUTSIDE - GAS LOG FIREPLACE-UNIT REMODELED-FRESH INTERIOR PAINT, NEW LAMINATE FLOOR AND BRAND NEW 42"" HIGH KITCHEN CABINETS WITH ALL OF NEW APPLIANCES, DARK GREY QUARTZ'S COUNTERTOPS. IT'S CONVENIENT FOR GROCERY SHOPPING AT SUPERMAKKETS & FIRST COLONY MALL.A LOT OF RESTAURANTS AROUND. EASY TO HWY-6 AND HWY-59. CLEMENTS HIGH!! CAN NOT MISS IT, MUST SEE!!!",29.587833404541016,1152.0,-95.61658477783205,195000,https://www.zillow.com/homedetails/2930-Grants-Lake-Blvd-APT-2101-Sugar-Land-TX-77479/27615150_zpid/,1990.0,,,,,,,
961,1170,Richmond,,,TX,718 Chestnut Cove Ln,Greatwood Lake,77469,4.0,4.0,USD,"Greatwood Lake is a picturesque single-family community located 2 miles through the established Greatwood neighborhood of Sugar Land, TX. Enjoy suburban living with family-friendly community amenities and surrounded by shopping and entertainment.  Offered By: K. Hovnanian Houston Greatwood Lake, LLC The Walton II offers:  Elegant dining room with access to gourmet kitchen. Convenient home office off hall. Beautiful maple cabinets in kitchen and all baths. Farmhouse sink and granite countertops in kitchen. Box mantel fireplace with crown and tile in great room. Modern white wood square spindles at staircase. Large activity room located upstairs. Covered patio in backyard, perfect for entertaining.",29.539270401000977,2839.0,-95.67295837402344,406346,https://www.zillow.com/homedetails/718-Chestnut-Cove-Ln-Richmond-TX-77469/2083310828_zpid/,2020.0,,,,,,,
962,1171,Pearland,,,TX,13611 Summer Cloud Ln,,77584,3.0,4.0,USD,"""laissez le bon temps rouler""  Beautiful home with some Orleans accents!  Rich wood cabinets and gleaming granite counters, easy clean tile floors thru foyer, family room, kitchen & baths. Spacious bedrooms, walk-in closets, upgraded lighting and ceiling fans, stylish gray wall paint enhances the family friendly rooms.  Enjoy the custom media room complete with stadium seating, theater chairs and media equipment, wall sconces.  This all brick and stone accent home has extra garage space for storage/workshop area.  Crown molding, neutral carpet & tile, replaced microwave and stainless appliances have been well cared for in this home.  Relax on the covered patio and enjoy your beautiful backyard with garden area and recent storage bldg.  Let the good times roll in this outstanding home and family friendly community!",29.572120666503906,3035.0,-95.43196868896484,329900,https://www.zillow.com/homedetails/13611-Summer-Cloud-Ln-Pearland-TX-77584/80066006_zpid/,2009.0,,,,,,,
963,1172,Missouri City,,,TX,3034 Matthew Aaron Ct,Dry Creek Village,77459,2.0,3.0,USD,"Conveniently located off of Missouri City's Fort Bend Parkway, Dry Creek Village is a single family new home community offering energy efficient homes filled with luxurious features. With lake views, this tranquil community is the perfect place to call home. Offered By: K. Hovnanian Houston Dry Creek Village, LLC The Juniper II offers:  Spacious kitchen overlooking great room with corner fireplace option. Cozy dining area with easy access to covered rear porch. Open and inviting single-story floorplan, great for entertaining. Large owner's suite with extensive walk-in closet. Elegant owner's bath with dual sinks. Private home office off great room or 4th bedroom option. Attached 2-car garage.",29.54360771179199,2044.0,-95.50337982177734,295990,https://www.zillow.com/community/dry-creek-village/2081013693_zpid/,2021.0,,,,,,,
964,1173,Richmond,,,TX,723 Chestnut Cove Ln,Greatwood Lake,77469,4.0,4.0,USD,"Greatwood Lake is a picturesque single-family community located 2 miles through the established Greatwood neighborhood of Sugar Land, TX. Enjoy suburban living with family-friendly community amenities and surrounded by shopping and entertainment.  Offered By: K. Hovnanian Houston Greatwood Lake, LLC The Arthur offers:  Convenient home office tucked off foyer. Elegant dining room with easy access to kitchen. Maple cabinets in gourmet kitchen and all baths. Farmhouse sink and quartz countertops in kitchen. Box mantel fireplace and tile in great room. Modern white wood square spindles at staircase. Large loft and media room located upstairs. Covered patio in backyard, perfect for entertaining.",29.539714813232425,3346.0,-95.67333984375,436707,https://www.zillow.com/homedetails/723-Chestnut-Cove-Ln-Richmond-TX-77469/2083310792_zpid/,,,,,,,,
965,1174,Pearland,,,TX,13902 Morgan Bay Dr,,77584,5.0,5.0,USD,"Be sure to watch the VIDEO VIRTUAL TOUR! See the About Home attachment for more information. PRIDE IN OWNERSHIP! This beautiful, like new, 5 bedroom home has much to offer. Conveniently located on a highly desired quiet corner lot, sharing 2 cul de sacs! 2! No traffic here! Thousands in upgrades. Two bedrooms downstairs, both with en-suites. 3 car garage, with an amazing, beautifully finished and climate controlled room Man cave, or private room...the possibilities are endless! Large bedrooms and big closets to match. Large game room and theater room spaces. Beautiful, freshly landscaped yard. Extended and completely covered back patio with hookups for an outdoor kitchen. Outdoor living to the max! Spacious back yard with no back yard neighbors and large enough for custom pool. In the desirable, amenity filled, master planned community of Shadow Creek Ranch, & only minutes from SH 288 and Beltway 8. Easy access to work and play!",29.56637382507324,4887.0,-95.4352569580078,500000,https://www.zillow.com/homedetails/13902-Morgan-Bay-Dr-Pearland-TX-77584/72059596_zpid/,2014.0,,,,,,,
966,1175,Richmond,,,TX,719 Chestnut Cove Ln,Greatwood Lake,77469,4.0,3.0,USD,"Greatwood Lake is a picturesque single-family community located 2 miles through the established Greatwood neighborhood of Sugar Land, TX. Enjoy suburban living with family-friendly community amenities and surrounded by shopping and entertainment.  Offered By: K. Hovnanian Houston Greatwood Lake, LLC The Walden offers:  Cozy home office with walk-in closet off foyer. Maple cabinets in gourmet kitchen and all baths. Farmhouse sink and granite countertops in kitchen. Box mantel fireplace with crown and tile in great room. Double sinks in owner's luxury bath. Convenient valet in HovHall. Covered patio in backyard, perfect for entertaining.",29.5395622253418,2349.0,-95.67340850830078,365226,https://www.zillow.com/homedetails/719-Chestnut-Cove-Ln-Richmond-TX-77469/2083310791_zpid/,,,,,,,,
967,1176,Sugar Land,,,TX,4514 Meadow Green Dr,,77479,2.0,3.0,USD,"Very well maintained one story house with formal dining, study, huge family room, spacious kitchen/breakfast area,  three bedrooms and two full bath.  HIGH CEILING, OPEN FLOOR PLAN. NEW ROOF, recent  wood floor through out.  Kitchen with huge island, granite countertop, SS frig is included. Family  room with wet bar for your convenience.  This property is  zoned to Clements High and Fort Settlement Middle.  Very short walking distance to Colony Meadow Elementary, also very close to Town Center, Mall, Hospital and major freeway.",29.581958770751953,2325.0,-95.62842559814452,359000,https://www.zillow.com/homedetails/4514-Meadow-Green-Dr-Sugar-Land-TX-77479/27551412_zpid/,1989.0,,,,,,,
968,1177,Missouri City,,,TX,3213 Continental Dr,,77459,3.0,2.0,USD,"This great home located in Quail Valley, features a soaring ceiling living, formal dining room, breakfast room, kitchen with granite counters/cast stone backsplash/breakfast bar/under cabinet lighting, primary bedroom downstairs; Wet areas with tile floors and all others with wood floors, no carpet; Double paned window with solar screen; this covered deck patio will entertain you and your family, enjoy harvest happiness from the flower/veggie garden; Washer, Dryer, and Refrigerator will stay; AC Evaporator Coil was replaced 72/2018; Never FLOODED; Easy access to Hwy 6, Hwy 90 Alt, Fort Bend Toll & US 59.",29.58212280273437,1860.0,-95.5536651611328,185000,https://www.zillow.com/homedetails/3213-Continental-Dr-Missouri-City-TX-77459/27586020_zpid/,1994.0,,,,,,,
969,1178,Sugar Land,,,TX,4910 Oyster Loop Ct,,77478,4.0,4.0,USD,"NEWMARK HOME ON HUGE CULDESAC LOT! GRANITE COUNTERS! ALL STAINLESS STEEL APPLIANCES, DBL OVENS, GAS COOKTOP VENTS OUTSIDE! GOURMET ISLAND KITCHEN OPENS TO FAMILY ROOM. LAUNDRY ROOM WITH SINK. WASHER/DRYER & FRIDGE STAYS! DOUBLE PANE WINDOWS! MASTER BATH RETREAT WITH SEPARATE SHOWER & WHIRLPOOL TUB. NEW PAINT IN ALL BATHS. CORIAN COUNTERS IN BATHS. KITCHEN OPENS TO FAMILY ROOM. LOTS OF BIG CLOSETS AND STORAGE. STUDY OR 5TH BEDROOM UPSTAIRS HAS A CLOSET. COVERED PATIO OVERLOOKING HUGE OVER-SIZED BACK YARD. HARDIPLANK SIDING/GUTTERS. NEIGHBORHOOD PARK. FREE HOME WARRANTY AT CLOSING!  ROOF REPLACED. A/C REPLACED. NO FLOODING. SEVERAL POOLS/PARKS/TENNIS COURTS & TRAILS TO ENJOY IN THE MASTER PLANNED COMMUNITY OF FIRST COLONY!",29.58937263488769,3564.0,-95.58850860595705,385000,https://www.zillow.com/homedetails/4910-Oyster-Loop-Ct-Sugar-Land-TX-77478/27605580_zpid/,1998.0,,,,,,,
970,1179,Sugar Land,,,TX,1205 Horseshoe Dr,,77478,,7.0,USD,"UNBELIEVABLE OPPORTUNITY TO OWN THIS NEARLY 3 ACRE, WATERFRONT LOT! ONE OF THE BEST LOTS IN THE EXCLUSIVE ALKIRE LAKE SUBDIVISION.  YOUR BEAUTIFUL HOME WILL BACK UP THE THE LAKE WHILE PRESERVING THE ALMOST 1 ACRE LAKE IN THE FRONT.  THIS EXCLUSIVE LOT FEATURES MATURE TREES THOUGH OUT.  LOT CLEARED AND READY FOR YOU TO  BUILD YOUR CUSTOM HOME, AND ONLY ONE OF THE LAST WATERFRONT LOTS IN ALKIRE LAKES.",29.61618804931641,8500.0,-95.61681365966795,2600000,https://www.zillow.com/homedetails/1205-Horseshoe-Dr-Sugar-Land-TX-77478/27526955_zpid/,2019.0,,,,,,,
971,1180,Fresno,,,TX,1842 Oxford Green Ct,,77545,3.0,3.0,USD,"Good size home on a cuc-de-sac street, Formal dining room with laminated floor, tile on rest of first floor, brand new laminate floor upstairs. Spacious rooms with 2 inch blinds, arched doorway, huge game room upstairs, lots of storage space. Recent remodeled, ready for move in.",29.53058815002441,2355.0,-95.482421875,230000,https://www.zillow.com/homedetails/1842-Oxford-Green-Ct-Fresno-TX-77545/59758865_zpid/,2002.0,,,,,,,
972,1181,Sugar Land,,,TX,3215 Battle Ridge Ln,,77479,3.0,4.0,USD,"What an opportunity in First Colony! CHARMING two story home, NO carpet downstairs, UPDATED Kitchen, formal dining and living, this could be purposed as a study or the perfect work at home place, as it can be closed off by the FRENCH DOORS. ALL bedrooms up! LARGE master suite features a huge walk in closet. There are 3 additional generous sized bedrooms. POOL sized backyard features a covered patio and wooden deck, this is the perfect spot to enjoy those TEXAS evenings. This home is very well maintained with great bones, seller has left the bathroom REMODELS for your imagination.  New Roof, gutters and windows in 2018 and garage door in 2017. Walking distance to the elementary school, easy access to HWY 6 and conveniently located to shopping and dining.",29.57430648803711,2356.0,-95.5971908569336,275000,https://www.zillow.com/homedetails/3215-Battle-Ridge-Ln-Sugar-Land-TX-77479/27604266_zpid/,1983.0,,,,,,,
973,1182,Houston,,,TX,4822 Ridgewest St,,77053,2.0,4.0,USD,"DIY Special... Well maintained but not updated. New roof, priced right for putting your on touch on it. Great location, easy access to Beltway 8. Come see, wont last long!!!",29.589786529541016,1292.0,-95.4563980102539,121000,https://www.zillow.com/homedetails/4822-Ridgewest-St-Houston-TX-77053/27601524_zpid/,1972.0,,,,,,,
974,1183,Fresno,,,TX,3906 Pleasant Run Ct,,77545,3.0,4.0,USD,This Fresno two-story cul-de-sac home offers a patio and a two-car garage. This home is vacant and cleaned regularly.,29.529712677001953,2549.0,-95.47058868408205,240000,https://www.zillow.com/homedetails/3906-Pleasant-Run-Ct-Fresno-TX-77545/82720014_zpid/,2004.0,,,,,,,
975,1184,Sugar Land,,,TX,25 Foxhall Crescent Dr,,77479,3.0,4.0,USD,"This beautiful home in gated section overlooking Sweetwater golf course in the heart of First Colony. It has been completely remodeled. Zoned to great schools including Clements High School. The house even has an elevator. VERY FLEXIBLE FLOOR PLAN. Can have 3, 4, or 5 bedrooms. The 1st floor features a formal living or dining room, a kitchen, a breakfast room, a huge family room and a study/guest bedroom/sitting room with fireplace and a full bath. The 2nd floor features a huge master suite, a sitting/study/bedroom with fireplace plus two large bedrooms. The 3rd floor features a large bonus room with skylights. Updates include new flooring, remodeled kitchen with granite countertop and backsplash; SS appliances including Samsung 4-door showcase refrigerator, super quiet dishwasher and euro-style range hood; updated bathrooms with newly built showers, new granite countertops; new ceiling fans and light fixtures throughout; new faucets, shower-heads and a lot more.",29.57428550720215,3390.0,-95.62044525146484,439900,https://www.zillow.com/homedetails/25-Foxhall-Crescent-Dr-Sugar-Land-TX-77479/27553362_zpid/,1984.0,,,,,,,
976,1185,Fresno,,,TX,2822 Bergen Bay Ln,,77545,3.0,4.0,USD,"Practically new D.R. Horton home! This two-story home showcases soaring ceilings, upgraded large tile floors, recessed lighting, and 2"" faux blinds throughout! The home opens to a stunning tiled foyer and large office for those that work from home.  Office can also be used as a 5th bedroom.  The Grand living room has two-story high ceilings and a beautiful wall of windows which flows gracefully into the large yet casual dining room and kitchen. The kitchen has beautiful granite counters, eat-in working island, tall cabinets, tile back-splash, and stainless steel appliances! The primary suite boasts high ceilings, dual vanity, an over-sized glass shower, and huge walk-in closet! Three bedrooms, a full bathroom, and a huge game room upstairs! This home is HERS energy rated, double pane low energy windows, covered rear patio, and zoned to great schools for all ages! The community has a wonderful amenity center with a pool, splash pad, fishing lakes, and trails! No flooding in subdivision!",29.54411125183105,2658.0,-95.48385620117188,280000,https://www.zillow.com/homedetails/2822-Bergen-Bay-Ln-Fresno-TX-77545/251441648_zpid/,2018.0,,,,,,,
977,1186,Richmond,,,TX,2302 Wren Meadow Rd,,77406,3.0,4.0,USD,"** PRICED TO SELL ** MUST SEE ** This Incredible Gem Will Go Quickly! ** This is a charming, well maintained, two story home in a desirable cul-de-sac of Pecan Grove. Your new home features a wonderful layout, with multiple, function spaces. The home has many upgrades, including the A/C, siding and roof. Tons of natural light pours in, creating a warm and airy ambiance and the converted attic space on the 2nd floor can be utilized as additional storage or as a study/library. The back yard is a wonderfully shaded retreat with no back neighbors, perfect for a peaceful evening and a glass of wine. Property comes with a full foundation warranty, make this one your own with just a few personal touches! Schedule your tour today.",29.61556434631348,2272.0,-95.72682189941406,204900,https://www.zillow.com/homedetails/2302-Wren-Meadow-Rd-Richmond-TX-77406/27563177_zpid/,1982.0,,,,,,,
978,1187,Stafford,,,TX,1103 Dulles Ave APT 1602,,77477,1.0,1.0,USD,"This newly updated townhome is a MUST SEE!!! Top to bottom renovations include a bright, open concept living room/kitchen combo.  The beautiful, newly expanded kitchen has all new espresso cabinets, a large island with granite countertops and perfectly installed concrete countertops with plently of prep space for cooking or entertaining. It's very in style with Shiplap walls and open to the living room.  Plently of sunshine flows from teh large windows throughout.  Upstairs features a large bedroom with a fully renovated bathroom.  Upstairs and down this townhouse is beautiful!",29.612457275390625,992.0,-95.58244323730469,117000,https://www.zillow.com/homedetails/1103-Dulles-Ave-APT-1602-Stafford-TX-77477/54639742_zpid/,1985.0,,,,,,,
979,1188,Richmond,,,TX,11715 Bettyhill Ct,,77407,5.0,5.0,USD,"This new stucco design features an enclosed front courtyard. Double door front entry. Wood floors throughout. Home office with French doors and formal dining room frame two-story entry. Open two-story family room features wall of windows and corner wood mantel fireplace. Kitchen features deep walk-in pantry, Butler's pantry and generous island with built-in seating space. Morning area features curved wall of windows. First-floor primary suite includes bedroom with curved wall of windows. Double doors lead to primary bath with dual vanities, garden tub, separate glass-enclosed shower and large walk-in closet. First-floor guest suite. An additional Primary suite, game room and three secondary bedrooms are upstairs. Covered backyard patio. Mud room. Three-car split garage.",29.64252281188965,4197.0,-95.69612121582031,749900,https://www.zillow.com/homedetails/11715-Bettyhill-Ct-Richmond-TX-77407/2077729919_zpid/,2020.0,,,,,,,
980,1189,Missouri City,,,TX,6101 Johnson Dr,,77459,3.0,5.0,USD,"Best kept secret! This home offers the convenience of being located close to everything you need but the privacy and space of living in the country. Nestled on 3.3 acres at the end of a cul-de-sac & located in a small community of acreage homes just outside Sienna sits this amazing estate. At the end of a tree-lined driveway is a 5 bedroom home with office/study, formal dining, family room, all with hand-scraped hardwood flooring, updated kitchen with beautiful granite and custom tile backsplash. Large windows with stunning views from all living areas. Upstairs has all new carpet, a private sitting area tucked away with more amazing views. Outside offers a large partially covered back deck, approx. 200sf storage shed, 2 car attached garage with loft area & storage, wooded & private with trees lining the property on the south side. Horses allowed. Minutes from shopping, easy access to FB Toll, BW 8, and close to the Med Center, Galleria, and Downtown Houston.",29.53479385375977,3247.0,-95.54512786865234,680000,https://www.zillow.com/homedetails/6101-Johnson-Dr-Missouri-City-TX-77459/27530442_zpid/,1997.0,,,,,,,
981,1190,Sugar Land,,,TX,13629 Lynnwood Ln,,77498,2.0,3.0,USD,"Imperial Estates is one of the best kept secrets in Sugar Land. No HOA, NO MUD, low tax rate on 1/3 acre in Sugar Land! 3 bedroom 2 baths,  detached garage. Wide open possibilites. Never flooded per seller. Home needs repairs. Being sold ""As Is""but had a lot of potential!",29.64460563659668,1663.0,-95.62439727783205,225000,https://www.zillow.com/homedetails/13629-Lynnwood-Ln-Sugar-Land-TX-77498/27568592_zpid/,1964.0,,,,,,,
982,1191,Meadows Place,,,TX,11514 Scottsdale Dr,,77477,3.0,4.0,USD,"Must see!!! Beautiful 2 story home with 4 bedrooms and 2.5 baths. locate in the great the Meadows community. whole house newly fresh paint, Vinyl Plank flooring, NO Carpet at all and Recently updated new cabinet, New kitchen sink with new disposal, New dishwasher machine, brand new install double panel window, and more. home with a grand entry and living room. Separate dining room with high ceilings and plenty of natural light. all bedroom upstairs. Huge back yard! No HOA! Zone to Fort Bend Schools! This Home has it ALL! Call for today!",29.652158737182614,2240.0,-95.57958221435548,246000,https://www.zillow.com/homedetails/11514-Scottsdale-Dr-Meadows-Place-TX-77477/27575768_zpid/,1971.0,,,,,,,
983,1192,Missouri City,,,TX,4323 Summerlee Ct,,77459,3.0,3.0,USD,"Sophisticated Mediterranean style townhome in the gated community of Riverstone with amazing water views. This 3 bedrooms, 2.5 bath home has been completely updated and upgraded with only the finest finishes. Open floorplan offers formal dining room, private study, gourmet island kitchen with quartz counters and high end appliances, huge pantry with built in wine rack, and breakfast room with a beautiful water view. Huge primary bedroom with attached sitting room; bright, fully updated bathroom with walk in closet. Attached 2 car garage with extra storage. Plenty of guest parking available. Zoned to great schools and close to shopping!",29.565471649169922,2876.0,-95.57072448730469,378000,https://www.zillow.com/homedetails/4323-Summerlee-Ct-Missouri-City-TX-77459/82716324_zpid/,2006.0,,,,,,,
984,1193,Sugar Land,,,TX,302 Piedmont St,,77478,2.0,3.0,USD,Gorgeous 1/2-acre tree-shaded lot with long view down Lake Venice!,29.62055206298828,2012.0,-95.6290283203125,595000,https://www.zillow.com/homedetails/302-Piedmont-St-Sugar-Land-TX-77478/27618790_zpid/,1964.0,,,,,,,
985,1194,Missouri City,,,TX,1715 Avocet Way,Mustang Trails,77489,3.0,3.0,USD,"Beautiful 2 story home, 3 bed, 2.5 bath with lots of upgraded options.",29.58112907409668,2084.0,-95.52725219726562,262310,https://www.zillow.com/homedetails/1715-Avocet-Way-Missouri-City-TX-77489/2081299554_zpid/,,,,,,,,
986,1195,Sugar Land,,,TX,74 Stalybridge St,,77479,3.0,4.0,USD,"Beautiful traditional all bedrooms up home by Perry builders. Move-in ready. Located in the Commonwealth Park section of the master planned community of First Colony.  Home includes fresh interior paint throughout, plus recent roof, sprinkler system, HVAC & Ducts and 2 car garage. New wood laminate flooring downstairs. New carpet upstairs. Updated kitchen, bathrooms and fixtures. Kitchen includes a Breakfast Nook, Wine Rack, Tile Backsplash, Stone Counters and Center Island with range top and storage. High ceilings, spacious rooms and large closets. Home includes Formal Living and Dining, Wood Burning Fireplace, Gameroom downstairs and Double Study off the master suite. Master bath with Double Sinks, Separate Shower and Whirlpool/Jetted Tub. French doors open to a Brick Patio with cedar arbor and a private landscaped garden. Backs to a green space/utility easement. Excellent Fort Bend ISD schools.",29.56354522705078,3762.0,-95.59451293945312,469000,https://www.zillow.com/homedetails/74-Stalybridge-St-Sugar-Land-TX-77479/27548898_zpid/,1989.0,,,,,,,
987,1196,Missouri City,,,TX,1730 Avocet Way,Mustang Trails,77489,3.0,3.0,USD,"Coming Soon! Stunning, New Construction, 2-story home in Missouri City!",29.581750869750977,2374.0,-95.52731323242188,260210,https://www.zillow.com/homedetails/1730-Avocet-Way-Missouri-City-TX-77489/2081675079_zpid/,,,,,,,,
988,1197,Sugar Land,,,TX,4107 Sleepycove Ct,,77479,4.0,5.0,USD,"Stately brick home located on a large cul-de-sac lot in Williams Glen. This one-of-a-kind home features an open floor plan and has been updated throughout. The gourmet kitchen offers 2 pantries, double ovens, and a large custom granite island which opens to the spacious family room perfect for entertaining.  Primary suite includes a private study with custom built-ins. Primary spa-like bathroom has an impressive, oversized shower. Upstairs has a large game room with custom built-ins, 4 bedrooms, 2 updated bathrooms, and exercise room that could be 6th bedroom. The backyard paradise includes a covered flagstone patio, sparkling pool with hot tub, and an outdoor kitchen. Additional updates/upgrades include recent roof, double pane storm windows, shutters, custom iron front door and stair railings, hardwood and travertine floors. The home is conveniently located close to HWY 59, entertainment, and zoned to exemplary Colony Meadows ES, Fort Settlement MS, and Clements HS.",29.566925048828125,4193.0,-95.63481903076172,659000,https://www.zillow.com/homedetails/4107-Sleepycove-Ct-Sugar-Land-TX-77479/27625992_zpid/,1990.0,,,,,,,
989,1198,Missouri City,,,TX,4206 Stonebridge Dr,,77459,3.0,3.0,USD,"The perfect townhome in the gated Manors at Riverstone is now available! Located on a quiet cul-de-sac street, this 3 bedroom unit is ready for new owners to love. Your new eat-in style kitchen has miles of countertop prep space along with a separate island. Granite countertops, stainless appliances, and recessed lighting create the perfect space for the cook! Great for entertaining or quiet meals at home. The open concept living and dining offer great flow and plenty of room for your furnishings. The fireplace anchors the space and creates a cozy place to gather and relax. Upstairs, you won't believe the storage and size of the bedrooms! The guest rooms are large enough for multi-purpose should you want an office or craft area. The possibilities are endless! You will fall in love with the entire master-planned community of Riverstone with amenities galore. Call today and schedule your tour to see it all and make it yours!!",29.56508445739746,2100.0,-95.569580078125,275000,https://www.zillow.com/homedetails/4206-Stonebridge-Dr-Missouri-City-TX-77459/82715935_zpid/,2005.0,,,,,,,
990,1199,Sugar Land,,,TX,56 Schubach Dr,,77479,4.0,4.0,USD,"LOOKING FOR A TRUE CUSTOM HOME, IN A GATED COMMUNITY, IN SUGARLAND? THIS IS IT!! VERY LIGHT AND BRIGHT WITH HIGH CEILING, ''HANDSCRAPED HICKORY'' HARDWOOD FLOORS. BOTH FORMALS. FAMILY ROOM WITH SURROUND SOUND & GAS LOG FIREPLACE. LARGE MASTER WITH 2 CLOSETS. RECENT INTERIOR & EXTERIOR PAINT. CUSTOM SPA & POOL WITH MULTI-COLOR LIGHTS, OUTDOOR KITCHEN WITH POOL SHOWER. OWNER KNOWS THE HOUSE NEEDS A LITTLE WORK, BUT SAY ""BRING OFFERS"". RECENT APPLIANCES AND MUCH MORE. THE HOUSE SPEAKS FOR ITSELF.",29.59188270568848,4015.0,-95.67101287841795,690000,https://www.zillow.com/homedetails/56-Schubach-Dr-Sugar-Land-TX-77479/27598935_zpid/,1999.0,,,,,,,
991,1200,Fresno,,,TX,4109 Emerald St,,77545,2.0,3.0,USD,"Great 3 bedroom 2 full bath mobile home on unrestricted lot. Mobile home is 16 x 72. Tenant occupied, rented at $1,150/mo, lease ends July 2021. Great income property, keyword: CashFlow ;) Would make an excellent rental property. Hurry this great investors special won't last long. Must give a two hour notice to see the property.",29.52658843994141,1152.0,-95.4618148803711,130000,https://www.zillow.com/homedetails/4109-Emerald-St-Fresno-TX-77545/125573759_zpid/,2012.0,,,,,,,
992,1201,Sugar Land,,,TX,4406 Oak Trail Ct,,77479,4.0,5.0,USD,"Gorgeous home located in the Heart of Sugar Land! Terrific floorplan with over $100k of upgrades- TWO primary bedrooms, grand entrance w/ one of a kind split wrought iron stairs ,elegant formal living, study w/ built-ins & french doors, beautiful detail tile work & shutters throughout the 1st floor. Large family w/ stoned fireplace that opens into your gourmet island kitchen which features designer backsplash, exotic countertops, professional grade appliances, counterspace galore & more! Romantic master suite (1st flr) w/ custom built-ins and spa-like bathroom. Upstairs features a gameroom w/ lots of custom built-ins (great for distance learning) & upgraded PLUSH carpet ,3 large bedrooms w/ walk-in closets, amazing upgraded bathrooms, 2nd primary bedrm w/ large onsuite bathrm & closet. Situated on a quiet cul-de-sac w/ a big backyard. Zoned to exemplary schools, mins away from entertainment,lots of nearby amenities & easy access to major highways!",29.57891082763672,4048.0,-95.63729858398438,549880,https://www.zillow.com/homedetails/4406-Oak-Trail-Ct-Sugar-Land-TX-77479/27553252_zpid/,1995.0,,,,,,,
993,1202,Missouri City,,,TX,4231 King Cotton Ln,,77459,3.0,4.0,USD,"MOVE IN READY 4/5 BEDROOM CORNER PROPERTY SITUATED IN LAKE OLYMPIA WHICH HAS BEEN UPDATED TO THE MAX.PROPERTY FEATURES A GREAT FLOOR PLAN WITH A FORMAL LIVING WITH GORGEOUS LAMINATE OVERLOOKING THE BREAKFAST AND KITCHEN WITH WHITE CABINETS,GRANITE COUNTERS AND STAINLESS APPLIANCES.THE FAMILY ROOM IS GENEROUS IN SIZE AND HAS A FIRE PLACE.THE EXTRA BEDROOM/GAMEROOM ADJOING HAS A HUGE WALK IN CLOSET.RECENTALY UPDATED STAIRS LEADS YOU TO THE FOUR BEDROONS UP INCLUDING THE PRIMARY.FRESH PAINT THROUGHOUT.ENERGY EFFICIENT WINDOWS RECENTLY INSTALLED AND A BRAND NEW 5 TON AC ALSO.HUGE BACKYARD WITH LOTS OF MATURE TREES.LOCATED IN FORT BEND ISD.EASY ACCESS TO HWY 6 AND ALL SHOPPING.SUBDIVISION HAS GREAT AMENITIES.",29.55879020690918,2566.0,-95.5482940673828,269900,https://www.zillow.com/homedetails/4231-King-Cotton-Ln-Missouri-City-TX-77459/27585621_zpid/,1989.0,,,,,,,
